area,target_cost_key,target_cost_label,target_prior_category,predictor_cost_key,predictor_cost_label,predictor_prior_category,n_obs,start_year,end_year,posterior_mean,posterior_median,ci_2_5,ci_97_5,interpretation
Klein Karoo,administration,Administration,Management,water_costs,Water Costs,Irrigation,13,2013,2025,0.398184040168648,0.398729390469587,0.05816859824625,0.724949780218217,Likely positive association
Olifants River,administration,Administration,Management,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.405896052670247,0.406863196124242,0.0280765593633323,0.78615483457791,Likely positive association
Breedekloof,repairs_and_maintenance,Repairs And Maintenance,Repairs,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.367812353374622,0.366910054524143,0.181144122280263,0.552615210619561,Likely positive association
Klein Karoo,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,water_costs,Water Costs,Irrigation,13,2013,2025,0.46082713975279,0.461013859841513,0.0377492935402453,0.890743923050834,Likely positive association
Klein Karoo,water_costs,Water Costs,Irrigation,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.463270322758304,0.464821724818277,0.027534785466112,0.892012513128628,Likely positive association
Stellenbosch,repair_binding_material,Repair & Binding Material,Vineyard Repair,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.370434545110919,0.370627636893842,0.182358851299498,0.559454659419509,Likely positive association
Worcester,supervision,Supervision,Management,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.378587287701038,0.377903776061009,0.119948195452893,0.632267144037735,Likely positive association
Worcester,fuel,Fuel,Fuel,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.501028027675551,0.500894985606609,0.0638206836865631,0.943685942989669,Likely positive association
Swartland,vineyards,Vineyards,Vineyard Repair,water_costs,Water Costs,Irrigation,13,2013,2025,0.465416731331188,0.465456007854083,0.0484816295728128,0.888492041778684,Likely positive association
Swartland,water_costs,Water Costs,Irrigation,vineyards,Vineyards,Vineyard Repair,13,2013,2025,0.465129687260473,0.466404414234858,0.0373031196327192,0.888454664371444,Likely positive association
Stellenbosch,repair_binding_material,Repair & Binding Material,Vineyard Repair,water_costs,Water Costs,Irrigation,13,2013,2025,0.471578482218437,0.471940903412161,0.0423001513514638,0.905268779816688,Likely positive association
Stellenbosch,water_costs,Water Costs,Irrigation,repair_binding_material,Repair & Binding Material,Vineyard Repair,13,2013,2025,0.469491032620467,0.4688273814503,0.0397965490656337,0.893590881920507,Likely positive association
Northern Cape,crop_protection,Crop Protection,Pestacide cost,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.474809458579143,0.476090836591609,0.0369892351627416,0.917978174798322,Likely positive association
Northern Cape,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.463970877025018,0.46115653232288,0.028022121678805,0.912268350785999,Likely positive association
Northern Cape,fuel,Fuel,Fuel,repairs_and_maintenance,Repairs And Maintenance,Repairs,13,2013,2025,0.488995934408016,0.489690489201901,0.191256006315017,0.786131041192837,Likely positive association
Cape South Coast,fixed_improvements,Fixed Improvements,Fixed repairs,fuel,Fuel,Fuel,13,2013,2025,0.42646056564085,0.42395169193241,0.0302538591392158,0.833060190082113,Likely positive association
Cape South Coast,fuel,Fuel,Fuel,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.48966774552669,0.489951174134876,0.195490753692654,0.784775373120592,Likely positive association
Breedekloof,fuel,Fuel,Fuel,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.514565895717915,0.518948311404157,0.0619245269172035,0.959705805482868,Likely positive association
Robertson,repairs_and_maintenance,Repairs And Maintenance,Repairs,water_costs,Water Costs,Irrigation,13,2013,2025,0.483557865248686,0.483656817581478,0.0545081073315502,0.910041153519529,Likely positive association
Robertson,water_costs,Water Costs,Irrigation,repairs_and_maintenance,Repairs And Maintenance,Repairs,13,2013,2025,0.487164851951196,0.489770814858471,0.0615269215750076,0.910995777381596,Likely positive association
Olifants River,fuel,Fuel,Fuel,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.49001426475778,0.489876977012776,0.197013878818335,0.784981557730181,Likely positive association
Olifants River,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,fuel,Fuel,Fuel,13,2013,2025,0.427989871592516,0.428047953303974,0.032797954750726,0.831534638419758,Likely positive association
Cape South Coast,crop_protection,Crop Protection,Pestacide cost,water_costs,Water Costs,Irrigation,13,2013,2025,0.313372031925858,0.312430655241056,0.0353284331000443,0.590363671568174,Likely positive association
Olifants River,crop_protection,Crop Protection,Pestacide cost,water_costs,Water Costs,Irrigation,13,2013,2025,0.316787258812338,0.315708823058284,0.0311319621755966,0.598448635070266,Likely positive association
Olifants River,vineyards,Vineyards,Vineyard Repair,water_costs,Water Costs,Irrigation,13,2013,2025,0.489756533701647,0.492516936244589,0.0536213949567243,0.922061269850767,Likely positive association
Olifants River,water_costs,Water Costs,Irrigation,vineyards,Vineyards,Vineyard Repair,13,2013,2025,0.492101143253492,0.490634897540556,0.0594010934144658,0.921114724357804,Likely positive association
Breedekloof,fuel,Fuel,Fuel,vineyards,Vineyards,Vineyard Repair,13,2013,2025,0.495662681281677,0.494076584109406,0.203400475272754,0.78673383222083,Likely positive association
Breedekloof,vineyards,Vineyards,Vineyard Repair,fuel,Fuel,Fuel,13,2013,2025,0.433266284712697,0.431287477318579,0.0319178875800407,0.837891125034456,Likely positive association
Worcester,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.268523508900201,0.269040841323941,0.0197736398339261,0.513471236192207,Likely positive association
Breedekloof,fuel,Fuel,Fuel,repairs_and_maintenance,Repairs And Maintenance,Repairs,13,2013,2025,0.494859738963818,0.493437381140473,0.203295776875243,0.788438245236383,Likely positive association
Swartland,herbicide_control,Herbicide Control,Herbacide Cost,repair_binding_material,Repair & Binding Material,Vineyard Repair,11,2013,2025,0.479450312982054,0.479221278357596,0.00372789118966136,0.96134927822003,Likely positive association
Olifants River,administration,Administration,Management,water_costs,Water Costs,Irrigation,13,2013,2025,0.424274393600564,0.422772820959983,0.086794778307135,0.764655342121916,Likely positive association
Olifants River,water_costs,Water Costs,Irrigation,administration,Administration,Management,13,2013,2025,0.401165358301301,0.399392675608745,0.0250620879504048,0.782430870804395,Likely positive association
Northern Cape,administration,Administration,Management,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.438345355210852,0.44022380561453,0.0736322461168132,0.810561291293191,Likely positive association
Northern Cape,crop_protection,Crop Protection,Pestacide cost,administration,Administration,Management,13,2013,2025,0.414379177353042,0.414886458318112,0.0164340740894858,0.811928009187448,Likely positive association
Swartland,fuel,Fuel,Fuel,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.523327970261845,0.521384989712512,0.08274047894827,0.958371728417815,Likely positive association
Breedekloof,crop_protection,Crop Protection,Pestacide cost,water_costs,Water Costs,Irrigation,13,2013,2025,0.318369395649631,0.318761920745167,0.0357273116841427,0.597725196084323,Likely positive association
Northern Cape,organic_material,Organic Material,Organic fertilizer cost,water_costs,Water Costs,Irrigation,8,2013,2020,0.441536223598032,0.438357546858882,0.0468788470337445,0.839805290265063,Likely positive association
Northern Cape,water_costs,Water Costs,Irrigation,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.475448567469383,0.475379496044748,0.0685843172304592,0.884029559357149,Likely positive association
Olifants River,fuel,Fuel,Fuel,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.529884805246783,0.530711702682558,0.0802046097733229,0.981260899006334,Likely positive association
Stellenbosch,fuel,Fuel,Fuel,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.534104184415021,0.53386236744963,0.0880880022977412,0.981772204718886,Likely positive association
Swartland,herbicide_control,Herbicide Control,Herbacide Cost,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,11,2013,2025,0.494647874434615,0.494878047521934,0.0328132346027039,0.960097159065319,Likely positive association
Swartland,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.479120349094667,0.477606559877419,0.00628443984408457,0.958342330042839,Likely positive association
Worcester,administration,Administration,Management,water_costs,Water Costs,Irrigation,13,2013,2025,0.433099659303049,0.430782786837608,0.0976236859523196,0.768931060936398,Likely positive association
Worcester,water_costs,Water Costs,Irrigation,administration,Administration,Management,13,2013,2025,0.409883393618142,0.409779270450737,0.0301978184544376,0.781423264719832,Likely positive association
Robertson,crop_protection,Crop Protection,Pestacide cost,repair_binding_material,Repair & Binding Material,Vineyard Repair,13,2013,2025,0.502686820149881,0.503389740612637,0.0575499040848853,0.944713633506443,Likely positive association
Robertson,repair_binding_material,Repair & Binding Material,Vineyard Repair,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.492201424761774,0.493906139210346,0.0362741678666425,0.941957598894709,Likely positive association
Breedekloof,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.38447033326626,0.3835974922525,0.128382004487267,0.638367435718754,Likely positive association
Cape South Coast,fuel,Fuel,Fuel,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.502332773265223,0.503536537245347,0.207862596474488,0.795100677852758,Likely positive association
Cape South Coast,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,fuel,Fuel,Fuel,13,2013,2025,0.448036914600897,0.44719959660322,0.0466785792680615,0.850372392470161,Likely positive association
Klein Karoo,fertilizer,Fertilizer,Fertilization Cost,water_costs,Water Costs,Irrigation,13,2013,2025,0.4678201596702,0.466997930819741,0.101061420893735,0.828974028746643,Likely positive association
Klein Karoo,water_costs,Water Costs,Irrigation,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.49228508951264,0.494562536552452,0.119976131985203,0.86455797249814,Likely positive association
Cape South Coast,herbicide_control,Herbicide Control,Herbacide Cost,repair_binding_material,Repair & Binding Material,Vineyard Repair,11,2013,2025,0.496805482153978,0.500770586996216,0.0209494192308278,0.963669083233486,Likely positive association
Cape South Coast,repair_binding_material,Repair & Binding Material,Vineyard Repair,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.48839317286646,0.490269786503742,0.0183027845227153,0.950386359868278,Likely positive association
Klein Karoo,fixed_improvements,Fixed Improvements,Fixed repairs,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.490134191998007,0.49154127930686,0.0314348572916364,0.955002343554447,Likely positive association
Klein Karoo,herbicide_control,Herbicide Control,Herbacide Cost,fixed_improvements,Fixed Improvements,Fixed repairs,11,2013,2025,0.501060861876139,0.502372068075015,0.019572348998104,0.974454065167408,Likely positive association
Olifants River,crop_protection,Crop Protection,Pestacide cost,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.47114582456905,0.472327323787792,0.00350285826182834,0.938992834021743,Likely positive association
Worcester,herbicide_control,Herbicide Control,Herbacide Cost,repairs_and_maintenance,Repairs And Maintenance,Repairs,11,2013,2025,0.50604756958802,0.504881420312931,0.0383598051764971,0.974708243132033,Likely positive association
Worcester,repairs_and_maintenance,Repairs And Maintenance,Repairs,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.492772892477786,0.492836119368936,0.0152364708090401,0.970849343242928,Likely positive association
Stellenbosch,fixed_improvements,Fixed Improvements,Fixed repairs,fuel,Fuel,Fuel,13,2013,2025,0.455970003094799,0.456259583797302,0.0535580314690841,0.85798328943423,Likely positive association
Stellenbosch,fuel,Fuel,Fuel,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.505821286696949,0.505440098212943,0.212080145745719,0.798106171992293,Likely positive association
Northern Cape,fuel,Fuel,Fuel,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.510255906233501,0.510813836589291,0.218787975817618,0.807004172279776,Likely positive association
Northern Cape,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,fuel,Fuel,Fuel,13,2013,2025,0.464906212925821,0.461891119226069,0.064051130086958,0.866040882609689,Likely positive association
Swartland,fuel,Fuel,Fuel,administration,Administration,Management,13,2013,2025,0.482977722442801,0.487045138714248,0.0116452651119023,0.951146625396349,Likely positive association
Worcester,fuel,Fuel,Fuel,repairs_and_maintenance,Repairs And Maintenance,Repairs,13,2013,2025,0.513850512759747,0.513216603065444,0.218030552394449,0.808917248847754,Likely positive association
Worcester,repairs_and_maintenance,Repairs And Maintenance,Repairs,fuel,Fuel,Fuel,13,2013,2025,0.44723645310684,0.44560033916905,0.0295614302582785,0.864266201903823,Likely positive association
Swartland,herbicide_control,Herbicide Control,Herbacide Cost,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,11,2013,2025,0.529195112609077,0.528362623851607,0.0525226429105839,1.00049576275404,Likely positive association
Swartland,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.516292628808902,0.516596641288754,0.0495147351772351,0.993594144029662,Likely positive association
Olifants River,supervision,Supervision,Management,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.462936222012518,0.465340103417746,0.000907407803092183,0.917587715933781,Likely positive association
Stellenbosch,crop_protection,Crop Protection,Pestacide cost,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.454662819060168,0.453611163289627,0.0491458628841411,0.856915231490481,Likely positive association
Stellenbosch,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.475561444656273,0.47374859253061,0.0983635935993545,0.84655914599209,Likely positive association
Stellenbosch,vineyards,Vineyards,Vineyard Repair,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.377590786078371,0.378228315407484,0.193509610133682,0.564928908829106,Likely positive association
Swartland,herbicide_control,Herbicide Control,Herbacide Cost,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,11,2013,2025,0.447319559053268,0.446342080416284,0.0320438798291915,0.866671820679632,Likely positive association
Swartland,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.464947508184334,0.463542714067152,0.068806228241763,0.862636757032201,Likely positive association
Paarl,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.377454941651079,0.377207584007277,0.186155793947275,0.567722231881772,Likely positive association
Robertson,vineyards,Vineyards,Vineyard Repair,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.37866369939974,0.377844553780103,0.191970543012024,0.563411626743234,Likely positive association
Klein Karoo,crop_protection,Crop Protection,Pestacide cost,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.505732248506622,0.506289151456598,0.0335855420537958,0.978795987450402,Likely positive association
Klein Karoo,fertilizer,Fertilizer,Fertilization Cost,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.502707971291979,0.502945895301987,0.0148866236438228,0.991377805905621,Likely positive association
Robertson,administration,Administration,Management,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,13,2013,2025,0.476307729605237,0.476593509085187,0.00267483544628435,0.943452654585066,Likely positive association
Breedekloof,administration,Administration,Management,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.476101620006062,0.478523355338533,0.015333222412349,0.933628046495265,Likely positive association
Worcester,fuel,Fuel,Fuel,administration,Administration,Management,13,2013,2025,0.508874824278877,0.509026992955657,0.0427551822147494,0.985099969315606,Likely positive association
Cape South Coast,herbicide_control,Herbicide Control,Herbacide Cost,repairs_and_maintenance,Repairs And Maintenance,Repairs,11,2013,2025,0.548927353809459,0.547753932889808,0.0702929952439235,1.01959377608317,Likely positive association
Cape South Coast,repairs_and_maintenance,Repairs And Maintenance,Repairs,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.53234552987677,0.530805980678811,0.046331364163573,1.01919420259065,Likely positive association
Robertson,fixed_improvements,Fixed Improvements,Fixed repairs,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.379824687613997,0.380231548246032,0.189241050514359,0.571418622153558,Likely positive association
Cape South Coast,crop_protection,Crop Protection,Pestacide cost,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.560555625501352,0.561388484088973,0.123760257606656,0.997622053766917,Likely positive association
Cape South Coast,fixed_improvements,Fixed Improvements,Fixed repairs,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.546488953803578,0.549632537200479,0.102886924449895,0.985240285437128,Likely positive association
Breedekloof,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.489186225753137,0.48758945691051,0.0337032038185492,0.948692542822121,Likely positive association
Worcester,crop_protection,Crop Protection,Pestacide cost,repairs_and_maintenance,Repairs And Maintenance,Repairs,13,2013,2025,0.562652849918245,0.561679678325047,0.109865240732643,1.01084101862604,Likely positive association
Worcester,repairs_and_maintenance,Repairs And Maintenance,Repairs,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.553267966258234,0.555043626990447,0.0997071997922416,1.00666804269235,Likely positive association
Swartland,fixed_improvements,Fixed Improvements,Fixed repairs,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.380347699033209,0.380819850052226,0.190661706918302,0.571154865975729,Likely positive association
Cape South Coast,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,13,2013,2025,0.492040548416032,0.490333402845619,0.0248311077819503,0.960281471625006,Likely positive association
Worcester,administration,Administration,Management,repairs_and_maintenance,Repairs And Maintenance,Repairs,13,2013,2025,0.493168422955016,0.4910386295131,0.0269817500266125,0.959615978007033,Likely positive association
Worcester,permanent_labour,Permanent Labour,Permanent Labour,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.495459329449276,0.491751686381983,0.026682825148267,0.973257483722206,Likely positive association
Klein Karoo,fixed_improvements,Fixed Improvements,Fixed repairs,water_costs,Water Costs,Irrigation,13,2013,2025,0.575654683927481,0.573470398455182,0.152153384853892,1.00544597597025,Likely positive association
Klein Karoo,water_costs,Water Costs,Irrigation,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.573935191634634,0.574797422695953,0.137498332756897,1.00816135019903,Likely positive association
Paarl,permanent_labour,Permanent Labour,Permanent Labour,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.294802303194112,0.295389677053049,0.0469698960948875,0.543488291627198,Likely positive association
Klein Karoo,herbicide_control,Herbicide Control,Herbacide Cost,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,11,2013,2025,0.469570747602596,0.470730464510596,0.0492836678358275,0.892075172239067,Likely positive association
Klein Karoo,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.485813794454957,0.487155142169863,0.103941984760228,0.873953317739372,Likely positive association
Olifants River,fertilizer,Fertilizer,Fertilization Cost,fuel,Fuel,Fuel,13,2013,2025,0.485153442449436,0.486963200930807,0.0703163181514694,0.900189488477061,Likely positive association
Olifants River,fuel,Fuel,Fuel,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.504865610137823,0.503163701224687,0.103065272082481,0.913379250656042,Likely positive association
Swartland,administration,Administration,Management,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.502255422537666,0.50232388181062,0.127676488643795,0.869138376049589,Likely positive association
Swartland,crop_protection,Crop Protection,Pestacide cost,administration,Administration,Management,13,2013,2025,0.489588162026094,0.488304884356234,0.0925177848240467,0.894001905059825,Likely positive association
Klein Karoo,herbicide_control,Herbicide Control,Herbacide Cost,permanent_labour,Permanent Labour,Permanent Labour,11,2013,2025,0.473075645887973,0.471344192649921,0.0554346816364691,0.895484312259729,Likely positive association
Klein Karoo,permanent_labour,Permanent Labour,Permanent Labour,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.491059095084482,0.490869167276694,0.101385035609987,0.87967901205663,Likely positive association
Breedekloof,herbicide_control,Herbicide Control,Herbacide Cost,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,11,2013,2025,0.578498492141217,0.575374650739014,0.106317211216115,1.06047361784016,Likely positive association
Breedekloof,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.56257214606531,0.558709871571373,0.0962013325672201,1.03862296989902,Likely positive association
Olifants River,permanent_labour,Permanent Labour,Permanent Labour,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.522399878181115,0.523579836504865,0.0491958682905643,0.989868837045299,Likely positive association
Olifants River,permanent_labour,Permanent Labour,Permanent Labour,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,13,2013,2025,0.52495572858099,0.52182582869803,0.0575840076320501,0.998378779188015,Likely positive association
Worcester,herbicide_control,Herbicide Control,Herbacide Cost,permanent_labour,Permanent Labour,Permanent Labour,11,2013,2025,0.489223988587687,0.488892602280945,0.067426045199237,0.915676306977072,Likely positive association
Worcester,permanent_labour,Permanent Labour,Permanent Labour,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.499383793714761,0.498767800291887,0.115532155293201,0.877791851772009,Likely positive association
Cape South Coast,fuel,Fuel,Fuel,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.554306822214066,0.554570398599251,0.0772814400714241,1.02805764217447,Likely positive association
Cape South Coast,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,fuel,Fuel,Fuel,13,2013,2025,0.48838850858718,0.488741848400894,0.0473128856247272,0.938258500246641,Likely positive association
Robertson,repairs_and_maintenance,Repairs And Maintenance,Repairs,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.384800428081041,0.385134796678379,0.19829706154513,0.575786640660548,Likely positive association
Cape South Coast,crop_protection,Crop Protection,Pestacide cost,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.602037850509648,0.601132054785731,0.158883923196185,1.04498956811017,Likely positive association
Cape South Coast,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.594942429710296,0.594554304435865,0.149153066048424,1.03506778267525,Likely positive association
Olifants River,crop_protection,Crop Protection,Pestacide cost,fuel,Fuel,Fuel,13,2013,2025,0.621732087377177,0.619221448680064,0.156507546767463,1.09443143044717,Likely positive association
Olifants River,fuel,Fuel,Fuel,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.630446506204941,0.631766600124881,0.212076959734693,1.04413297085058,Likely positive association
Worcester,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.542721976703656,0.54282237541122,0.0744788625280898,0.999233763381024,Likely positive association
Olifants River,fixed_improvements,Fixed Improvements,Fixed repairs,water_costs,Water Costs,Irrigation,13,2013,2025,0.603955351892773,0.60638371984465,0.171932849369893,1.0383749169549,Likely positive association
Olifants River,water_costs,Water Costs,Irrigation,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.602186989251173,0.60153710855393,0.163732648724296,1.0268135782013,Likely positive association
Klein Karoo,fertilizer,Fertilizer,Fertilization Cost,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.561169573186529,0.5606169551385,0.0411671124793362,1.09124987514637,Likely positive association
Klein Karoo,herbicide_control,Herbicide Control,Herbacide Cost,fertilizer,Fertilizer,Fertilization Cost,11,2013,2025,0.555648219712956,0.556961118812281,0.0557278290682213,1.05156085228738,Likely positive association
Stellenbosch,permanent_labour,Permanent Labour,Permanent Labour,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.305814363215508,0.306450699556225,0.0600154402702058,0.550403542835376,Likely positive association
Swartland,crop_protection,Crop Protection,Pestacide cost,vineyards,Vineyards,Vineyard Repair,13,2013,2025,0.615779026734611,0.618808740447288,0.162886666253817,1.05910966455727,Likely positive association
Swartland,vineyards,Vineyards,Vineyard Repair,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.603404424908782,0.604268597183897,0.140499133126462,1.05832665475563,Likely positive association
Klein Karoo,herbicide_control,Herbicide Control,Herbacide Cost,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,11,2013,2025,0.603813789388707,0.605406498067434,0.141061663465738,1.08229185773615,Likely positive association
Klein Karoo,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.592763283391954,0.595267711225995,0.112984144976783,1.06102177000063,Likely positive association
Swartland,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.387056011666416,0.38573765019107,0.196909485393671,0.573872172913762,Likely positive association
Cape South Coast,supervision,Supervision,Management,vineyards,Vineyards,Vineyard Repair,13,2013,2025,0.554403734577362,0.552419059080743,0.094657575965406,1.01882417437417,Likely positive association
Breedekloof,supervision,Supervision,Management,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.310610600463367,0.311120812059892,0.0584515280729443,0.562007494124197,Likely positive association
Cape South Coast,fertilizer,Fertilizer,Fertilization Cost,supervision,Supervision,Management,13,2013,2025,0.20308426135966,0.204267835239627,0.00542981474251971,0.400680329676835,Likely positive association
Cape South Coast,supervision,Supervision,Management,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.308983486422081,0.30864958149053,0.059117113806318,0.559990289070285,Likely positive association
Klein Karoo,permanent_labour,Permanent Labour,Permanent Labour,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.5657972719984,0.564966838451638,0.0975955140962156,1.03496326215424,Likely positive association
Northern Cape,crop_protection,Crop Protection,Pestacide cost,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.606534984061222,0.606418771633165,0.129877542210372,1.07183865559776,Likely positive association
Northern Cape,fertilizer,Fertilizer,Fertilization Cost,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.610497585798427,0.611550570376935,0.119917223758662,1.09220941869916,Likely positive association
Cape South Coast,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,organic_material,Organic Material,Organic fertilizer cost,6,2013,2018,0.382242412243034,0.381277612409286,0.192856689519384,0.57448999565696,Likely positive association
Breedekloof,permanent_labour,Permanent Labour,Permanent Labour,repair_parts_maintenance,"Repair, Parts & Maintenance",Repairs,13,2013,2025,0.575708995185286,0.57583896205294,0.112032137520611,1.05439387851535,Likely positive association
Stellenbosch,fixed_improvements,Fixed Improvements,Fixed repairs,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.388382141595863,0.388291504564971,0.19963358967173,0.577781816673322,Likely positive association
Cape South Coast,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,organic_material,Organic Material,Organic fertilizer cost,6,2013,2018,0.405850197897135,0.404973439941331,0.150054181852146,0.667758548113371,Likely positive association
Olifants River,administration,Administration,Management,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.600685068820976,0.603082312821221,0.138561226078581,1.05921017436132,Likely positive association
