target_area,target_cultivar,predictor_input_key,predictor_input_label,predictor_prior_category,n_obs,start_year,end_year,posterior_mean,posterior_median,ci_2_5,ci_97_5,interpretation
Swartland,Pinotage,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.455023661050065,0.454632265299758,0.0957298130057752,0.815619466987305,Fixed Improvements has a credibly positive association with Pinotage yield in Swartland
Swartland,Pinotage,fuel,Fuel,Fuel,13,2013,2025,0.271417249838358,0.27046703567902,0.0251655615863679,0.516365808470306,Fuel has a credibly positive association with Pinotage yield in Swartland
Swartland,Pinotage,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.385403635271707,0.384390628144462,0.0300658395080004,0.749373272834968,Moveable Assets Or Production Means has a credibly positive association with Pinotage yield in Swartland
Swartland,Pinotage,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.497059938266258,0.497917319210614,0.140926828125007,0.857534796089009,Seasonal Labour & Contract Work has a credibly positive association with Pinotage yield in Swartland
Swartland,Pinotage,supervision,Supervision,Management,13,2013,2025,0.421560601092434,0.421199793166729,0.0578763154595399,0.774210022915722,Supervision has a credibly positive association with Pinotage yield in Swartland
Swartland,Pinotage,water_costs,Water Costs,Irrigation,13,2013,2025,0.464901105250077,0.464322891780622,0.0143514325069771,0.913320655898483,Water Costs has a credibly positive association with Pinotage yield in Swartland
Worcester,Pinotage,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.37040581177541,0.37013800161062,0.00830040415463927,0.731648102476675,Fixed Improvements has a credibly positive association with Pinotage yield in Worcester
Breedekloof,Sauvignon Blanc,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.456727659731783,0.455248068016634,0.000583215184017542,0.916373713428574,Crop Protection has a credibly positive association with Sauvignon Blanc yield in Breedekloof
Breedekloof,Sauvignon Blanc,water_costs,Water Costs,Irrigation,13,2013,2025,0.540481003381482,0.541479499205693,0.0859245927031783,0.991181494990553,Water Costs has a credibly positive association with Sauvignon Blanc yield in Breedekloof
Cape South Coast,Sauvignon Blanc,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.492288382836333,0.490680393609939,0.137585184650987,0.850542467141155,Fixed Improvements has a credibly positive association with Sauvignon Blanc yield in Cape South Coast
Cape South Coast,Sauvignon Blanc,fuel,Fuel,Fuel,13,2013,2025,0.275850050678368,0.27714738659535,0.0313571440629,0.519972909132195,Fuel has a credibly positive association with Sauvignon Blanc yield in Cape South Coast
Cape South Coast,Sauvignon Blanc,hired_transport,Hired Transport,Transport Rental,13,2013,2025,0.615286361925502,0.618472612934205,0.105210421798168,1.11556066606392,Hired Transport has a credibly positive association with Sauvignon Blanc yield in Cape South Coast
Cape South Coast,Sauvignon Blanc,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.455407306787772,0.456989950345792,0.0946504591274723,0.806306778883724,Moveable Assets Or Production Means has a credibly positive association with Sauvignon Blanc yield in Cape South Coast
Cape South Coast,Sauvignon Blanc,organic_material,Organic Material,Organic fertilizer cost,6,2013,2018,0.654363794360873,0.654183100225558,0.0642031313690482,1.23492583374256,Organic Material has a credibly positive association with Sauvignon Blanc yield in Cape South Coast
Klein Karoo,Sauvignon Blanc,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.499260386537671,0.500096611142714,0.0375232145950785,0.965069514818535,Crop Protection has a credibly positive association with Sauvignon Blanc yield in Klein Karoo
Klein Karoo,Sauvignon Blanc,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.534267301012198,0.531127778488684,0.0518302153931596,1.03069318389173,Herbicide Control has a credibly positive association with Sauvignon Blanc yield in Klein Karoo
Klein Karoo,Sauvignon Blanc,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.446776193743321,0.446963465204639,0.0917194734560602,0.808947835734271,Moveable Assets Or Production Means has a credibly positive association with Sauvignon Blanc yield in Klein Karoo
Klein Karoo,Sauvignon Blanc,permanent_labour,Permanent Labour,Permanent Labour,13,2013,2025,0.461067473592057,0.459243922148284,0.105580502246529,0.824928280946861,Permanent Labour has a credibly positive association with Sauvignon Blanc yield in Klein Karoo
Olifants River,Sauvignon Blanc,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.502351390068012,0.502601547778383,0.0448901605311923,0.972474564330668,Crop Protection has a credibly positive association with Sauvignon Blanc yield in Olifants River
Olifants River,Sauvignon Blanc,fuel,Fuel,Fuel,13,2013,2025,0.261987220910576,0.260352613896189,0.0149097497822409,0.514189500024953,Fuel has a credibly positive association with Sauvignon Blanc yield in Olifants River
Olifants River,Sauvignon Blanc,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.439550275130551,0.439758229673433,0.0783478146916871,0.805815718226723,Moveable Assets Or Production Means has a credibly positive association with Sauvignon Blanc yield in Olifants River
Olifants River,Sauvignon Blanc,supervision,Supervision,Management,13,2013,2025,0.397936031583333,0.39574813108707,0.0495932708036558,0.76456260935145,Supervision has a credibly positive association with Sauvignon Blanc yield in Olifants River
Robertson,Sauvignon Blanc,electricity,Electricity,Electricity,13,2013,2025,0.575819135112174,0.575219332452486,0.0662463837607978,1.08276142912105,Electricity has a credibly positive association with Sauvignon Blanc yield in Robertson
Stellenbosch,Sauvignon Blanc,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.526777613988095,0.527296032577555,0.0683368317635324,0.987762845731759,Crop Protection has a credibly positive association with Sauvignon Blanc yield in Stellenbosch
Stellenbosch,Sauvignon Blanc,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.639016969744365,0.638859447566885,0.148725505622176,1.13464726763379,Herbicide Control has a credibly positive association with Sauvignon Blanc yield in Stellenbosch
Stellenbosch,Sauvignon Blanc,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.404353438041698,0.404826960253708,0.0448879993142755,0.763491731277507,Seasonal Labour & Contract Work has a credibly positive association with Sauvignon Blanc yield in Stellenbosch
Swartland,Sauvignon Blanc,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.623011114755525,0.623115018360345,0.166878167169254,1.08358530492089,Fertilizer has a credibly positive association with Sauvignon Blanc yield in Swartland
Swartland,Sauvignon Blanc,fuel,Fuel,Fuel,13,2013,2025,0.317238482616885,0.31700966376918,0.0645235465565336,0.566454433684038,Fuel has a credibly positive association with Sauvignon Blanc yield in Swartland
Swartland,Sauvignon Blanc,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.513988400644325,0.515991360159334,0.149666945945075,0.869520915652089,Seasonal Labour & Contract Work has a credibly positive association with Sauvignon Blanc yield in Swartland
Worcester,Sauvignon Blanc,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.476241265278705,0.476893095281778,0.0204806735801795,0.943385090619201,Crop Protection has a credibly positive association with Sauvignon Blanc yield in Worcester
Breedekloof,Shiraz,water_costs,Water Costs,Irrigation,13,2013,2025,0.551634153926313,0.553613378247924,0.10663681990344,1.00414744014528,Water Costs has a credibly positive association with Shiraz yield in Breedekloof
Cape South Coast,Shiraz,hired_transport,Hired Transport,Transport Rental,13,2013,2025,0.605885517432852,0.607823737052948,0.0870847035815556,1.12470785047024,Hired Transport has a credibly positive association with Shiraz yield in Cape South Coast
Cape South Coast,Shiraz,seed,Seed,Intermediate Goods,13,2013,2025,0.549674752923101,0.549139884178284,0.0351635048682934,1.06727271313192,Seed has a credibly positive association with Shiraz yield in Cape South Coast
Northern Cape,Shiraz,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.421664834569747,0.421575462764403,0.0550970171611668,0.77950116802768,Seasonal Labour & Contract Work has a credibly positive association with Shiraz yield in Northern Cape
Olifants River,Shiraz,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.512286019055617,0.516295390121124,0.0466495595778025,0.968874313253663,Crop Protection has a credibly positive association with Shiraz yield in Olifants River
Olifants River,Shiraz,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.355855875199747,0.356731111327419,0.00209956970036562,0.711496307928671,Fixed Improvements has a credibly positive association with Shiraz yield in Olifants River
Olifants River,Shiraz,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.408815163690239,0.408232015066883,0.0490321640209771,0.770510650383812,Moveable Assets Or Production Means has a credibly positive association with Shiraz yield in Olifants River
Olifants River,Shiraz,permanent_labour,Permanent Labour,Permanent Labour,13,2013,2025,0.419751301134883,0.420731906679978,0.0617584578031099,0.768323762667425,Permanent Labour has a credibly positive association with Shiraz yield in Olifants River
Olifants River,Shiraz,water_costs,Water Costs,Irrigation,13,2013,2025,0.668494926108568,0.666053664482604,0.211831142510123,1.12259601926335,Water Costs has a credibly positive association with Shiraz yield in Olifants River
Robertson,Shiraz,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.388553183374213,0.389817219562439,0.0179871900916349,0.750424282195183,Seasonal Labour & Contract Work has a credibly positive association with Shiraz yield in Robertson
Stellenbosch,Shiraz,electricity,Electricity,Electricity,13,2013,2025,-0.570215188465001,-0.572089498208073,-1.09262542527881,-0.0539749131715335,Electricity has a credibly negative association with Shiraz yield in Stellenbosch
Stellenbosch,Shiraz,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.513484415001606,0.512755253748722,0.0221915589014626,1.01037191446985,Herbicide Control has a credibly positive association with Shiraz yield in Stellenbosch
Stellenbosch,Shiraz,hired_transport,Hired Transport,Transport Rental,13,2013,2025,0.724299004408517,0.725126008332051,0.213680004919716,1.23106698925429,Hired Transport has a credibly positive association with Shiraz yield in Stellenbosch
Stellenbosch,Shiraz,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.495108723167942,0.493823213351976,0.135269926258316,0.860581256218636,Seasonal Labour & Contract Work has a credibly positive association with Shiraz yield in Stellenbosch
Swartland,Shiraz,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.528619948458312,0.532207108710836,0.066916985236725,0.983772998167499,Fertilizer has a credibly positive association with Shiraz yield in Swartland
Swartland,Shiraz,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.463117401409977,0.461819770668215,0.107733301387745,0.822740446437641,Fixed Improvements has a credibly positive association with Shiraz yield in Swartland
Swartland,Shiraz,fuel,Fuel,Fuel,13,2013,2025,0.276862447301501,0.277788260655536,0.0274445404549662,0.520111850755749,Fuel has a credibly positive association with Shiraz yield in Swartland
Swartland,Shiraz,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.468688205498436,0.471652453442071,0.109209352116574,0.828480600881407,Moveable Assets Or Production Means has a credibly positive association with Shiraz yield in Swartland
Swartland,Shiraz,permanent_labour,Permanent Labour,Permanent Labour,13,2013,2025,0.371867848699984,0.37269181382801,0.012684478151292,0.733588494435055,Permanent Labour has a credibly positive association with Shiraz yield in Swartland
Swartland,Shiraz,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.498835566743454,0.498290084412677,0.137126663640116,0.855983260665631,Seasonal Labour & Contract Work has a credibly positive association with Shiraz yield in Swartland
Swartland,Shiraz,seed,Seed,Intermediate Goods,13,2013,2025,0.654328795296243,0.652574121179559,0.144581641777993,1.17383602285026,Seed has a credibly positive association with Shiraz yield in Swartland
